name,disease,mnemonic,diseaseName
"MED13L",http://purl.uniprot.org/diseases/2383,"DTGA1","A congenital heart defect consisting of complete inversion of the great vessels, so that the aorta incorrectly arises from the right ventricle and the pulmonary artery incorrectly arises from the left ventricle. This creates completely separate pulmonary and systemic circulatory systems, an arrangement that is incompatible with life. The presence or absence of associated cardiac anomalies defines the clinical presentation and surgical management of patients with transposition of the great arteries."
"CFC1",http://purl.uniprot.org/diseases/3081,"DTGA2","A congenital heart defect consisting of complete inversion of the great vessels, so that the aorta incorrectly arises from the right ventricle and the pulmonary artery incorrectly arises from the left ventricle. This creates completely separate pulmonary and systemic circulatory systems, an arrangement that is incompatible with life. The presence or absence of associated cardiac anomalies defines the clinical presentation and surgical management of patients with transposition of the great arteries."
"GDF1",http://purl.uniprot.org/diseases/3082,"DTGA3","A congenital heart defect consisting of complete inversion of the great vessels, so that the aorta incorrectly arises from the right ventricle and the pulmonary artery incorrectly arises from the left ventricle. This creates completely separate pulmonary and systemic circulatory systems, an arrangement that is incompatible with life. The presence or absence of associated cardiac anomalies defines the clinical presentation and surgical management of patients with transposition of the great arteries."
"TCOF1",http://purl.uniprot.org/diseases/2384,"TCS1","A form of Treacher Collins syndrome, a disorder of craniofacial development. Treacher Collins syndrome is characterized by a combination of bilateral downward slanting of the palpebral fissures, colobomas of the lower eyelids with a paucity of eyelashes medial to the defect, hypoplasia of the facial bones, cleft palate, malformation of the external ears, atresia of the external auditory canals, and bilateral conductive hearing loss."
"POLR1D",http://purl.uniprot.org/diseases/2964,"TCS2","A form of Treacher Collins syndrome, a disorder of craniofacial development. Treacher Collins syndrome is characterized by a combination of bilateral downward slanting of the palpebral fissures, colobomas of the lower eyelids with a paucity of eyelashes medial to the defect, hypoplasia of the facial bones, cleft palate, malformation of the external ears, atresia of the external auditory canals, and bilateral conductive hearing loss."
"POLR1C",http://purl.uniprot.org/diseases/2965,"TCS3","A form of Treacher Collins syndrome, a disorder of craniofacial development. Treacher Collins syndrome is characterized by a combination of bilateral downward slanting of the palpebral fissures, colobomas of the lower eyelids with a paucity of eyelashes medial to the defect, hypoplasia of the facial bones, cleft palate, malformation of the external ears, atresia of the external auditory canals, and bilateral conductive hearing loss."
"DRD3",http://purl.uniprot.org/diseases/2733,"ETM1","A common movement disorder mainly characterized by postural tremor of the arms. Head, legs, trunk, voice, jaw, and facial muscles also may be involved. The condition can be aggravated by emotions, hunger, fatigue and temperature extremes, and may cause a functional disability or even incapacitation. Inheritance is autosomal dominant."
"FUS",http://purl.uniprot.org/diseases/3518,"ETM4","A common movement disorder mainly characterized by postural tremor of the arms. Head, legs, trunk, voice, jaw, and facial muscles also may be involved. The condition can be aggravated by emotions, hunger, fatigue and temperature extremes, and may cause a functional disability or even incapacitation. Inheritance is autosomal dominant."
"DLX3",http://purl.uniprot.org/diseases/2387,"TDO","An autosomal dominant disease characterized by curly kinky hair at birth, enamel hypoplasia, taurodontism, thickening of cortical bones and variable expression of craniofacial morphology."
"TTC37",http://purl.uniprot.org/diseases/3421,"THES1","A syndrome characterized by intrauterine growth retardation, severe diarrhea in infancy requiring total parenteral nutrition, facial dysmorphism, immunodeficiency, and hair abnormalities, mostly trichorrhexis nodosa. Hepatic involvement contributes to the poor prognosis of affected patients."
"SKIV2L",http://purl.uniprot.org/diseases/3422,"THES2","A syndrome characterized by intrauterine growth retardation, severe diarrhea in infancy requiring total parenteral nutrition, facial dysmorphism, immunodeficiency, and hair abnormalities, mostly trichorrhexis nodosa. Hepatic involvement contributes to the poor prognosis of affected patients."
"ERCC2",http://purl.uniprot.org/diseases/1104,"TTDP","TTDP is an autosomal recessive disease characterized by sulfur-deficient brittle hair and nails, ichthyosis, mental retardation, impaired sexual development, abnormal facies and cutaneous photosensitivity correlated with a nucleotide excision repair (NER) defect. Neonates with trichothiodystrophy and ichthyosis are usually born with a collodion membrane. The severity of the ichthyosis after the membrane is shed is variable, ranging from a mild to severe lamellar ichthyotic phenotype. There are no reports of skin cancer associated with TTDP."
"ERCC3",http://purl.uniprot.org/diseases/1104,"TTDP","TTDP is an autosomal recessive disease characterized by sulfur-deficient brittle hair and nails, ichthyosis, mental retardation, impaired sexual development, abnormal facies and cutaneous photosensitivity correlated with a nucleotide excision repair (NER) defect. Neonates with trichothiodystrophy and ichthyosis are usually born with a collodion membrane. The severity of the ichthyosis after the membrane is shed is variable, ranging from a mild to severe lamellar ichthyotic phenotype. There are no reports of skin cancer associated with TTDP."
"GTF2H5",http://purl.uniprot.org/diseases/1104,"TTDP","TTDP is an autosomal recessive disease characterized by sulfur-deficient brittle hair and nails, ichthyosis, mental retardation, impaired sexual development, abnormal facies and cutaneous photosensitivity correlated with a nucleotide excision repair (NER) defect. Neonates with trichothiodystrophy and ichthyosis are usually born with a collodion membrane. The severity of the ichthyosis after the membrane is shed is variable, ranging from a mild to severe lamellar ichthyotic phenotype. There are no reports of skin cancer associated with TTDP."
"MPLKIP",http://purl.uniprot.org/diseases/1105,"TTDN1","TTDN1 is an autosomal recessive disease characterized by sulfur-deficient brittle hair, intellectual impairment, decreased male fertility and no cutaneous photosensitivity."
"SLITRK1",http://purl.uniprot.org/diseases/2830,"TTM","A neuropsychiatric disorder characterized by chronic, repetitive, or compulsive hair pulling resulting in noticeable hair loss. Affected individuals may develop physical complications and often have overlapping psychological disorders, such as Gilles de la Tourette syndrome or obsessive-compulsive disorder."
"FGFR1",http://purl.uniprot.org/diseases/2068,"TRIGNO1","A keel-shaped deformation of the forehead, caused by premature fusion of the metopic sutures. It results in a triangular shape of the head."
"FREM1",http://purl.uniprot.org/diseases/3386,"TRIGNO2","A keel-shaped deformation of the forehead, caused by premature fusion of the metopic sutures. It results in a triangular shape of the head."
"ADAMTS13",http://purl.uniprot.org/diseases/1421,"TTP","A hematologic disease characterized by hemolytic anemia with fragmentation of erythrocytes, thrombocytopenia, diffuse and non-focal neurologic findings, decreased renal function and fever. recessive."
"TSC1",http://purl.uniprot.org/diseases/1106,"TSC1","An autosomal dominant multi-system disorder that affects especially the brain, kidneys, heart, and skin. It is characterized by hamartomas (benign overgrowths predominantly of a cell or tissue type that occurs normally in the organ) and hamartias (developmental abnormalities of tissue combination). Clinical manifestations include epilepsy, learning difficulties, behavioral problems, and skin lesions. Seizures can be intractable and premature death can occur from a variety of disease-associated causes."
